['new', 52375]
['wok', 4]
['`ag', 4]
['`uma', 4]
['`ame', 4]
['zeSe', 4]
['ziko', 4]
['zab', 4]
['zof', 4]
['yeha', 4]
['yer', 4]
['yeza', 4]
['yuni', 4]
['dew', 4]
['duma', 4]
['dubo', 4]
['dizi', 4]
['dap', 4]
['dEk', 4]
['dle', 4]
['dot', 4]
['doz', 4]
['jero', 4]
['jip', 4]
['jas', 4]
['jEy', 4]
['jos', 4]
['get', 4]
['geN', 4]
['gub', 4]
['gila', 4]
['gido', 4]
['gamo', 4]
['gasi', 4]
['gazi', 4]
['gazo', 4]
['gEra', 4]
['gWeH', 4]
['gWena', 4]
['Teha', 4]
['Ten', 4]
['Tew', 4]
['Coh', 4]
['Pya', 4]
['Sd', 4]
['fuT', 4]
['pis', 4]
['pin', 4]
['pati', 4]
['pat', 4]
['paf', 4]
['vElthungerhilfe', 3]
['HbrebHErawinet', 3]
["^sr`at'albanet", 3]
["bro'adcasting", 3]
['ten^Sebarqobetal', 3]
['transparency', 3]
["'abTelTlewtal", 3]
["'antropolojist", 3]
["'intertEyment", 3]
['kompiwterayzd', 3]
['ysegdulacewumal', 3]
['ystenagedubetal', 3]
['Transparency', 3]
["Constitu'ancy", 3]
['fandamEntalist', 3]
['mel`kteNanet', 3]
['mel`kteNnet', 3]
['mestedadernet', 3]
["selam'askebari", 3]
['brandenburg', 3]
["b'Erlehayro'i", 3]
['teseTtowacewal', 3]
['tesmamcalehuN', 3]
['testenagdewal', 3]
['tEknixiyannet', 3]
["'astelalfowal", 3]
["'anbagenennet", 3]
["'awugzewacewal", 3]
["'aytachutmal", 3]
["'ityoPyawiyat", 3]
["'ityoPyawyat", 3]
["'intrnaxnal", 3]
['konfidEnxiyal', 3]
["ye^hbreteseb'", 3]
['ymeslachuwal', 3]
['Psychology', 3]
['prayvEtayzd', 3]
['profExnalnet', 3]
['luksemburg', 3]
['meraHEmen^st', 3]
['meng^sttat', 3]
['med^hanitnet', 3]
['miliyondolar', 3]
['minstrnet', 3]
['mahbereteseb', 3]
['mamelalexanet', 3]
['mastebabariya', 3]
['mastnqeqiya', 3]
['ma^hbereHzb', 3]
['mankelklot', 3]
['^sayTeqemubet', 3]
["^sra'askiyaj", 3]
['^srweme^serewi', 3]
['seraHteNatat', 3]
['siwzerland', 3]
['siyan^Sebarq', 3]
['siferareqbet', 3]
['saysemrlet', 3]
['sgbgbnet', 3]
['qedemteNnet', 3]
['bEtekrstiya', 3]
['bhEreteNnet', 3]
['temeTaTaNnet', 3]
["tesenglo'al", 3]
['teqebyalehuN', 3]
['teqawumewutal', 3]
['tetenbywal', 3]
["tetegbro'al", 3]
['tekelakaynet', 3]
['tefokakarinet', 3]
['tmhrtbEt', 3]
['tranzister', 3]
['traykovski', 3]
["'alemknyat", 3]
["'albele^Segut", 3]
["'ame^sgnewal", 3]
["'aregagTowal", 3]
["'asemartalec", 3]
["'asqeyaminet", 3]
["'astemarinet", 3]
["'astemHrot", 3]
["'astegab'ot", 3]
["'astaraqinet", 3]
["'asgedujnet", 3]
["'aberktowal", 3]
["'abdulrexd", 3]
["'anesastehal", 3]
["'antropoloji", 3]
["'akawntant", 3]
["'awugzewutal", 3]
["'adregewnal", 3]
["'aTeyayaqinet", 3]
["'apartment", 3]
["'inistitiyut", 3]
["'insttiyot", 3]
["'indewmEnet", 3]
["'indawmEnt", 3]
["'indowment", 3]
["'injinEring", 3]
["'Emergency", 3]
['kEzsEnsitf', 3]
['konseltansi', 3]
['konvEnxnal', 3]
['kontinEntal', 3]
['welde^semayat', 3]
['weldesema`t', 3]
['weldesenbet', 3]
["weldetnsa'E", 3]
['weldetnsay', 3]
["we^Sa'teNatat", 3]
['zegemteNnet', 3]
['yekotdivWarn', 3]
['ysereyletal', 3]
['yseTachumal', 3]
['ystenagedal', 3]
['ygedlutmal', 3]
['yfe^Sembnal', 3]
['debubm^sraq', 3]
['dejazmacnet', 3]
['diportment', 3]
['dEmokratawit', 3]
['joHansberg', 3]
['PisqoPosnet', 3]
['fe^SmewbNal', 3]
['fitawrarinet', 3]
['pitersberg', 3]
['parlamEntari', 3]
['protEstant', 3]
['poletikeNnet', 3]
['hawaryawit', 3]
['hayasdst', 3]
['hElEkWeNeter', 3]
['hbrebHEr', 3]
['hbretesb', 3]
['liqePaPasat', 3]
['HElikobter', 3]
['Hbrete^seb', 3]
['melaketabot', 3]
['mesariyanet', 3]
['meshbnet', 3]
['mesriyabEt', 3]
['mesrtewt', 3]
['mexloklok', 3]
["mens'Enet", 3]
['menoriyanet', 3]
['megbatacw', 3]
['meTeleyanet', 3]
['mihaylovic', 3]
['mamenCanet', 3]
['marsElinho', 3]
['mastesriya', 3]
['masgeNanet', 3]
['ma^hbreseb', 3]
['makkinsey', 3]
['makdonald', 3]
['ma`kelawit', 3]
['mEtiyoroloji', 3]
['mrkoNnet', 3]
['m`rabawit', 3]
['monopolinet', 3]
['^say^sakalet', 3]
["r'sebHEr", 3]
['rozenberg', 3]
['senseletama', 3]
['senzerewal', 3]
['sistekakel', 3]
['sin^Sebareq', 3]
['siyanegager', 3]
['sanmesert', 3]
['sayaquwarT', 3]
['sEntgrEd', 3]
['sEktEriyat', 3]
['sbsabinet', 3]
['sterling', 3]
['stankovic', 3]
['stmesert', 3]
['stratejik', 3]
['stratEjk', 3]
['stglitz', 3]
['snemrmr', 3]
['spExalayz', 3]
['xbrfeTera', 3]
['xtiftunk', 3]
["be'ityoዽya", 3]
['burZanazer', 3]
["bu'ilding", 3]
['bilHarziya', 3]
['bEljgawit', 3]
['bErtrand', 3]
['bEtemezekr', 3]
['brgadyEr', 3]
['temettewal', 3]
['te^saktolet', 3]
['tesemtowal', 3]
['tesewralec', 3]
['tesfafinet', 3]
['teqemTowal', 3]
['tene^stowal', 3]
['tenkotakuto', 3]
['tenkotakto', 3]
['tenkotakote', 3]
['tekesaxnet', 3]
['teketaynet', 3]
['tewelduwal', 3]
['tegelSwal', 3]
['tegalaCnet', 3]
['tegadaynet', 3]
['tegWeNtewal', 3]
['teCewacnet', 3]
['teCawtuwal', 3]
['te^Se^Stenal', 3]
['teferjalec', 3]
['tantalayt', 3]
['trasport', 3]
['tsaytunk', 3]
['t`g^steNa', 3]
["^halafi'nt", 3]
['^hletewerq', 3]
['^hbereteseb', 3]
['niwziland', 3]
['naxinalist', 3]
["'alemekahEd", 3]
["'alasefelagi", 3]
["'almesleN", 3]
["'almirgani", 3]
["'albaraday", 3]
["'altitiyud", 3]
["'amaraCnet", 3]
["'amakNnet", 3]
["'a^salfenal", 3]
["'a^stewa^S`o", 3]
["'arkiwoloji", 3]
["'arfaksd", 3]
["'asasbowal", 3]
["'asadrowal", 3]
["'asmaminet", 3]
["'aste^saseb", 3]
["'astenagajWa", 3]
["'asteyayete", 3]
["'astayayet", 3]
["'askebarwi", 3]
["'asosiyetd", 3]
["'asoxEyetd", 3]
["'abarrewal", 3]
["'abdurexid", 3]
["'abdnasr", 3]
["'atansubN", 3]
["'anesaxinet", 3]
["'an^serarto", 3]
["'anserarto", 3]
["'anstewt", 3]
["'answerz", 3]
["'anbbenal", 3]
["'anjeNnet", 3]
["'akefafayuc", 3]
["'akahidowal", 3]
["'akamaynet", 3]
["'awtomEtd", 3]
["'awgzewt", 3]
["'a`mro'awi", 3]
["'aydiyoloji", 3]
["'adegeNnet", 3]
["'adis'abeba", 3]
["'admeNanet", 3]
["'adrgowal", 3]
["'agultowal", 3]
["'agNtuwal", 3]
["'aTadafinet", 3]
["'a^Sdqewal", 3]
["'afristar", 3]
["'afriqawit", 3]
["'afraxnet", 3]
["'institut", 3]
["'ipi'El'Ef", 3]
["'andanduma", 3]
["'Elktrik", 3]
["'Elyo`Enay", 3]
["'Ertrawiya", 3]
["'Eskpert", 3]
["'Ewroyust", 3]
["'osoxiyetd", 3]
["kristova'o", 3]
['kontrant', 3]
["ko'ordinEt", 3]
['welde^Sadiq', 3]
['weldaregay', 3]
['wendmnet', 3]
["weg'aTbaqi", 3]
['wsanEHzb', 3]
['`okahandya', 3]
['zergtowal', 3]
['zebesemayat', 3]
['zegnaNnet', 3]
['ztefelaleya', 3]
["ye'ipo''ako", 3]
['yugozlaviya', 3]
['yme^sekral', 3]
['ymeslacEl', 3]
['y^sakalNal', 3]
['yseqeTTal', 3]
['ytegeberal', 3]
['ynesabetal', 3]
['ynorebnal', 3]
['ygozlaviya', 3]
['y^Safletal', 3]
['debretabor', 3]
['denbeNnet', 3]
['dendananet', 3]
['dendannet', 3]
["de'ih'adEg", 3]
['dimokrasiwi', 3]
['dipfrizer', 3]
['dokmenteri', 3]
['ዸmocracy', 3]
['jermenawit', 3]
['jebdeNanet', 3]
['jongarang', 3]
['genbetewal', 3]
['gutemberg', 3]
['gutenberg', 3]
['gbrehayl', 3]
['gnNnunet', 3]
['Ten^saxnet', 3]
['PisqoPosat', 3]
['^Sentobetal', 3]
['^Snsehasab', 3]
['fe^Smobnal', 3]
['filadelfiya', 3]
['farmakiyor', 3]
['faynaxyal', 3]
['fqrenway', 3]
['fthbhEr', 3]
['foyerland', 3]
['perEzidunt', 3]
['permanent', 3]
['prinspl', 3]
['prEzidnat', 3]
['propganda', 3]
['potEnxiyal', 3]
['hartxEk', 3]
['hunEtawec', 3]
['hasabnet', 3]
['honswiz', 3]
['li^senabet', 3]
['li^sakalet', 3]
['litegebr', 3]
['lituwaniya', 3]
['liyasket', 3]
['liyanawT', 3]
['liyagodf', 3]
['lEyster', 3]
['lEgwaliya', 3]
['lwaCnet', 3]
['HakimbEt', 3]
['Haydemari', 3]
['melstat', 3]
['memekakere', 3]
['merejawec', 3]
['merejawoce', 3]
['mera^hyane', 3]
['meslowal', 3]
['meslowat', 3]
['meqEdoniya', 3]
['menahariya', 3]
['mendefra', 3]
['meng^set', 3]
['mekalakeya', 3]
['mekakekel', 3]
["megaba'ya", 3]
['meg^stat', 3]
['meTenesefi', 3]
['meTtuwal', 3]
['me^Sahaft', 3]
['meferarHi', 3]
['ministur', 3]
['migeNubet', 3]
['malixkov', 3]
['maHabubani', 3]
['ma^stawexa', 3]
['mariliyani', 3]
['marking', 3]
['margrEt', 3]
['maberetata', 3]
['manesasat', 3]
['manEfEsto', 3]
['manmuwal', 3]
['mandefro', 3]
["ma'kelat", 3]
["ma'zenat", 3]
['makahEjiya', 3]
['makapagal', 3]
['mayning', 3]
['magedonet', 3]
['maTeqalaya', 3]
['mmHdar', 3]
['msTirat', 3]
['mnistEr', 3]
['mnCtat', 3]
['mknyt', 3]
['mhnyat', 3]
['mdrbEt', 3]
['mdbteNa', 3]
['mgbnet', 3]
['mordehay', 3]
['movement', 3]
['modElist', 3]
['modEling', 3]
['^senselet', 3]
['^salamanka', 3]
['^santiyagWe', 3]
['^say^selef', 3]
['^sayxenef', 3]
['^saykahEd', 3]
['^sayCemr', 3]
['^sleturk', 3]
["^sle'iraq", 3]
['^sostnet', 3]
['reporter', 3]
['rithiler', 3]
['ripblik', 3]
['seleneber', 3]
['selantiya', 3]
["sema'tat", 3]
['serateNac', 3]
['sesabsar', 3]
['sewtewal', 3]
['seyTanat', 3]
['sirilanka', 3]
['sistegaba', 3]
['sitegeber', 3]
['sine^Sa^Sar', 3]
['siyasnesa', 3]
['siyadereg', 3]
['samrwil', 3]
['sarmdr', 3]
['satarifar', 3]
['sandiyagWe', 3]
['sakaxvili', 3]
['sayanesut', 3]
['saysemer', 3]
['sErkular', 3]
['sEnsitf', 3]
['smnnet', 3]
['steratEji', 3]
['stesasr', 3]
['staratEj', 3]
['stastik', 3]
['stEwart', 3]
['sneSHuf', 3]
['sne^Shuf', 3]
['snasemera', 3]
['snayder', 3]
['sntemeq', 3]
['skalfaro', 3]
['sTtewal', 3]
['sprayt', 3]
['spon^ser', 3]
['solidariti', 3]
['xnayder', 3]
['qe^sawst', 3]
['qedemsil', 3]
["qedm'El", 3]
['qeTenanet', 3]
['qumsql', 3]
["qu'ality", 3]
['quTracw', 3]
['quTquwaTo', 3]
['qaleSdq', 3]
["ቑ'antum", 3]
['behWilaqer', 3]
["be'Elsa`", 3]
['butafliqa', 3]
['budapEst', 3]
['budnnet', 3]
['bujunbura', 3]
['bilateral', 3]
['birokrat', 3]
['bElgrano', 3]
['bElgrEd', 3]
['bEtHogla', 3]
["bEt'alba", 3]
['bEndrat', 3]
['bhEreteNa', 3]
['bruhnet', 3]
['brawner', 3]
['brxeleqo', 3]
['bxa`biya', 3]
['bdmqet', 3]
['vercwal', 3]
['valadolid', 3]
['vErbund', 3]
['temerkozo', 3]
['te^seba^sebe', 3]
['te^sfafto', 3]
['terejinet', 3]
['testewlo', 3]
['teclwl', 3]
['teclowal', 3]
['tene^sasto', 3]
['teke^seke^se', 3]
['tedergWel', 3]
['teTeriTari', 3]
['teTeyqw', 3]
['teTrTari', 3]
["tammo'al", 3]
['tambrij', 3]
['taypist', 3]
['tHEdalec', 3]
['tmhart', 3]
['tsapatEro', 3]
['tkkleN', 3]
['t`mnit', 3]
['citagong', 3]
['candrika', 3]
['cawoping', 3]
['^halafinete', 3]
['hWilaqerna', 3]
['nersnet', 3]
['negstat', 3]
['nuklEyar', 3]
['niwswik', 3]
['nbure`d', 3]
['ngu^snet', 3]
['normondi', 3]
['Nersent', 3]
['Network', 3]
["'alebeziya", 3]
["'almesele", 3]
["'almanak", 3]
["'alse`id", 3]
["'alseyd", 3]
["'alsayd", 3]
["'alsadar", 3]
["'aljerya", 3]
["'alfwal", 3]
["'amelmal", 3]
["'amenesti", 3]
["'aminadab", 3]
["'amanu`El", 3]
["'ambalay", 3]
["'amcanet", 3]
["'amClN", 3]
["'a^sarinet", 3]
["'arsEnal", 3]
["'ar'ste", 3]
["'asetaweqe", 3]
["'asefelagi", 3]
["'astewaS", 3]
["'astaweq", 3]
["'asfelgWe", 3]
["'axaminet", 3]
["'aqotoNal", 3]
["'abi`EzEr", 3]
["'abasanjo", 3]
["'abanefso", 3]
["'abdalaHa", 3]
["'atsewr", 3]
["'atomobil", 3]
["'anebabro", 3]
["'anegagero", 3]
["'ane^SaSro", 3]
["'anam'El", 3]
["'anadarko", 3]
["'anbbut", 3]
["'antonili", 3]
["'anZabbo", 3]
["'andical", 3]
["'anjanet", 3]
["'akalnet", 3]
["'akwerzi", 3]
["'awrEliya", 3]
["'awjenal", 3]
["'awCnet", 3]
["'azzo'al", 3]
["'adrbay", 3]
["'agelabCe", 3]
["'agernet", 3]
["'aTeraTeri", 3]
["'aTenaqqa", 3]
["'afewrqi", 3]
["'afaNnet", 3]
["'afr^sata", 3]
["'ih'adEg", 3]
["'iH'adig", 3]
["'iH'adEg", 3]
["'impayEr", 3]
["'i^seb'awi", 3]
["'iteyoPya", 3]
["'ityoPy", 3]
["'inxEtiv", 3]
["'ikhard", 3]
["'ikWenomik", 3]
["'iyasPid", 3]
["'iyabEHar", 3]
["'agency", 3]
["'Empayer", 3]
["'EmpayEr", 3]
["'EspaNola", 3]
["'Exta'ol", 3]
["'Etamajor", 3]
["'Ethnic", 3]
["'Energy", 3]
["'EnvElop", 3]
["'Ekonomik", 3]
["'Eduward", 3]
["'EPዽrf", 3]
["'Effort", 3]
["'oligWepoli", 3]
["'omahajer", 3]
["'omhajer", 3]
["'obasanZo", 3]
["'onegnet", 3]
["'ontariyo", 3]
["'officer", 3]
["'ernest", 3]
['kisangani', 3]
['klinikal', 3]
['kmzgeb', 3]
['kruscEv', 3]
['kriznar', 3]
['krstiya', 3]
['kbrenek', 3]
['kolEktiv', 3]
['komixiner', 3]
['komiyoniti', 3]
['kompiter', 3]
['kostner', 3]
['kondolisa', 3]
['werjemro', 3]
['wesnowal', 3]
['wedehWilam', 3]
['wedudnet', 3]
['windhok', 3]
['whamulat', 3]
['wZmbr', 3]
['wZnber', 3]
['wTawred', 3]
['wolford', 3]
['`briteNa', 3]
['`nqlf', 3]
['zereNanet', 3]
['zefTret', 3]
["Zog'ogal", 3]
["yuro'Eyd", 3]
['yudhoyono', 3]
['ymesluta', 3]
['ymwaget', 3]
['y^semaNal', 3]
['y^serezal', 3]
['y^sebral', 3]
['y^seTewal', 3]
["yrube'al", 3]
['yserSal', 3]
['yxleNl', 3]
['ytaqebal', 3]
['ynegsal', 3]
['ywaZqal', 3]
['ygolewal', 3]
['denkelya', 3]
["de'iHdEH", 3]
['dekmowat', 3]
['degehabur', 3]
['dElvEkiyo', 3]
['dnqnet', 3]
['dngayama', 3]
['dormteri', 3]
['dokument', 3]
["ዺ'alogu'a", 3]
['jubaland', 3]
['jinosayd', 3]
['jiyanluka', 3]
["janu'ary", 3]
['gelTEwal', 3]
['gelSwal', 3]
['gel^SEwal', 3]
['gerhard', 3]
['gebre`ab', 3]
['getaranet', 3]
['genennet', 3]
['genananet', 3]
['guba`EteNa', 3]
['gilbert', 3]
['girmalka', 3]
['glTnet', 3]
['gb^Sawit', 3]
['gnuNunet', 3]
['gnbarat', 3]
['gNnunet', 3]
['gotonyal', 3]
['godolonet', 3]
['gWedolonet', 3]
['Tabiyanet', 3]
['TEneNnet', 3]
['TEnamanet', 3]
["Tor'azaZ", 3]
['CelemteNa', 3]
['CakaleCaka', 3]
['Cbrbr', 3]
["C'omES'a", 3]
['Concept', 3]
["Co'uncil", 3]
['Political', 3]
['Poverty', 3]
['Security', 3]
['^Sehafinet', 3]
['^Sentewal', 3]
['fe`menal', 3]
['farsolEy', 3]
['flamingo', 3]
['frEdErik', 3]
['frTmta', 3]
['ftawrari', 3]
['fTretat', 3]
['per^sent', 3]
['personEl', 3]
['putland', 3]
['paspart', 3]
['pradkov', 3]
['prfEser', 3]
['prosijer', 3]
['polisinet', 3]
['porcugal', 3]
['hanover', 3]
['hadgit', 3]
["haTi'at", 3]
['hundEsa', 3]
['huwayt', 3]
["huge'aze", 3]
['harkat', 3]
['hargEsa', 3]
['havyer', 3]
['hanibal', 3]
['hanger', 3]
['hayberi', 3]
['haydro', 3]
['haTiyat', 3]
['hEritEj', 3]
['hEktor', 3]
['hwe^hat', 3]
['hwahat', 3]
['hwHat', 3]
['hwket', 3]
['hgdEf', 3]
['horayer', 3]
["ho'nw", 3]
['lukwago', 3]
['li^serq', 3]
['listro', 3]
['libral', 3]
['liyadeg', 3]
['liderg', 3]
['lEwonid', 3]
['lEgiwala', 3]
['l^sanat', 3]
['ltHEd', 3]
['ltHEji', 3]
['lt^seT', 3]
['lorEnso', 3]
['HaregWet', 3]
["Ha'avy", 3]
['HEdewal', 3]
['HEdalec', 3]
["H'adEg", 3]
['HoHulale', 3]
['mehakl', 3]
['mehareb', 3]
['melinda', 3]
['melkya', 3]
['memHr', 3]
['me^seleN', 3]
['me^sakat', 3]
['me^srete', 3]
['mere^sat', 3]
['mesehaf', 3]
['mesleN', 3]
['metehara', 3]
['metitya', 3]
["mense'E", 3]
['menst', 3]
['mengt', 3]
['mekaHEd', 3]
['mekakele', 3]
['mewugat', 3]
['mewsd', 3]
['medaliya', 3]
['medrk', 3]
['medble', 3]
['meTqese', 3]
['me^Snat', 3]
['me^Sdat', 3]
['mepeset', 3]
['muhamed', 3]
['mulgEta', 3]
['musTafa', 3]
['muxeraf', 3]
['muqteda', 3]
['muktada', 3]
['milxiya', 3]
['milwol', 3]
['middle', 3]
['mahmuda', 3]
['malEZiya', 3]
['maHteme', 3]
['ma^semat', 3]
['masma`', 3]
['manuwEl', 3]
['manwal', 3]
['makalele', 3]
['makaroni', 3]
['maharEro', 3]
['ma`rg', 3]
['mazinho', 3]
['mayteb', 3]
['mayCeha', 3]
['madrd', 3]
['magenaNa', 3]
['magNEt', 3]
["mEk'ap", 3]
['mEdalay', 3]
['mhrt', 3]
['mllse', 3]
['ml`ate', 3]
['mHlaf', 3]
['ms`ab', 3]
['mnyat', 3]
['mndne', 3]
['mnTaro', 3]
['mnCc', 3]
['mklt', 3]
['mwahar', 3]
["mSe'at", 3]
["mS'at", 3]
['mostar', 3]
['monitor', 3]
['montEro', 3]
['monopali', 3]
["mo'Enko", 3]
['modifay', 3]
['^semayat', 3]
['^serawiti', 3]
['^serawti', 3]
['^senayt', 3]
["^se'atat", 3]
['^sewest', 3]
['^segenet', 3]
['^sanweTa', 3]
['^sandro', 3]
['^saysaka', 3]
['^sayqoy', 3]
['^smrit', 3]
['^sre`at', 3]
['rupert', 3]
['rijnal', 3]
['riprt', 3]
['rahmala', 3]
['rahyer', 3]
['ramErEz', 3]
['rangEl', 3]
["rt'awi", 3]
["r'yot", 3]
['romaniya', 3]
['rokard', 3]
['sehbet', 3]
['semeter', 3]
['serawti', 3]
['serapta', 3]
['server', 3]
['servisi', 3]
["seba'awi", 3]
['senbeto', 3]
["sen'afe", 3]
['sekEtama', 3]
['sewreN', 3]
['seTewal', 3]
["suba'El", 3]
['sugisaki', 3]
['siliviya', 3]
['sitawq', 3]
["si'ay'E", 3]
['siwaZq', 3]
['siderg', 3]
['signal', 3]
['siTmeq', 3]
['salpak', 3]
['sananeb', 3]
['saybr', 3]
['saport', 3]
['sEkrEto', 3]
['slElele', 3]
['sbsabi', 3]
['sb^hat', 3]
['stoper', 3]
['sniker', 3]
['skikda', 3]
['sknet', 3]
['spagEti', 3]
['solroji', 3]
['sordEp', 3]
['xangay', 3]
['xmqq', 3]
['xmgela', 3]
['xbanet', 3]
['qeraniyo', 3]
['qeneni^sa', 3]
['qilnet', 3]
['qindaxa', 3]
['qd^st', 3]
['qolewal', 3]
['qomosat', 3]
['qoreqor', 3]
['butagaz', 3]
['bunabEt', 3]
['biqilal', 3]
['bitawej', 3]
['biyanse', 3]
["biji'ay", 3]
['biCanet', 3]
['brhne', 3]
['bswat', 3]
['bolagEt', 3]
['boksic', 3]
['vitoriyo', 3]
['vicorEk', 3]
['vikter', 3]
['variyola', 3]
['vawcer', 3]
['vErner', 3]
['vEstal', 3]
["tel'kWe", 3]
['te^serzo', 3]
['testako', 3]
['testfo', 3]
['teskar', 3]
['tesfeNa', 3]
['texexgWe', 3]
['teqawemo', 3]
['teqawmi', 3]
['tebe^sere', 3]
['tebarro', 3]
['teclel', 3]
['tenesce', 3]
['tenaddo', 3]
['teNanet', 3]
['teketelo', 3]
['tewehdo', 3]
["tewedi'u", 3]
['tewahde', 3]
['tewaHade', 3]
['tewkay', 3]
['tederega', 3]
['tegella', 3]
['tegNto', 3]
['teTeyqi', 3]
['tefereje', 3]
['taqaweme', 3]
['taqawmo', 3]
['tEwodor', 3]
['tltela', 3]
['tmht', 3]
['tmqet', 3]
['tnnq', 3]
['tkalat', 3]
['twfit', 3]
['torcer', 3]
['tonbola', 3]
['cerfef', 3]
['carlot', 3]
['cEcnya', 3]
['cleww', 3]
['climate', 3]
['clowal', 3]
['cgrc', 3]
["co'urt", 3]
['^haylc', 3]
['^hayloce', 3]
['^hayloco', 3]
['^hfrete', 3]
['nebyat', 3]
['negativ', 3]
['nefaxama', 3]
['nayvaxa', 3]
['nagasaki', 3]
['ndunda', 3]
['ngrt', 3]
['nSHt', 3]
['n^S^Sr', 3]
['norewut', 3]
["'ahahaha", 3]
["'ahamed", 3]
["'ahunko", 3]
["'ahmet", 3]
["'aletama", 3]
["'alacw", 3]
["'alawq", 3]
["'alhEd", 3]
["'alHaji", 3]
["'albEr", 3]
["'algor", 3]
["'ameld", 3]
["'amerika", 3]
["'amiTal", 3]
["'amaklo", 3]
["'amhara", 3]
["'amHara", 3]
["'amber", 3]
["'a^selfo", 3]
["'a^segd", 3]
["'a^samno", 3]
["'a^sarefe", 3]
["'a^safro", 3]
["'a^srate", 3]
["'arabic", 3]
["'armaci", 3]
["'arsano", 3]
["'arbaq", 3]
["'asadgWe", 3]
["'asrgWe", 3]
["'asnto", 3]
["'askale", 3]
["'aqeTar", 3]
["'ababor", 3]
["'abageda", 3]
["'abEtut", 3]
["'abneg", 3]
["'acanet", 3]
["'ananya", 3]
["'anaweTe", 3]
["'anbar", 3]
["'antema", 3]
["'andale", 3]
["'andya", 3]
["'anjEl", 3]
["'angl", 3]
["'anglo", 3]
["'a'isEma", 3]
["'akihito", 3]
["'akayya", 3]
["'aktar", 3]
["'akWahWin", 3]
["'ahuber", 3]
["'awuraja", 3]
["'awuTto", 3]
["'azenEta", 3]
["'azarya", 3]
["'ayameha", 3]
["'ayamaha", 3]
["'aynesa", 3]
["'adhari", 3]
["'ajem'a", 3]
["'aganno", 3]
["'agEnda", 3]
["'agTTo", 3]
["'aSbHa", 3]
["'a^SEnet", 3]
["'afambo", 3]
["'aflaf", 3]
["'afriko", 3]
["'ura'El", 3]
["'uragay", 3]
["'unity", 3]
["'imErEt", 3]
["'imEyl", 3]
["'imnet", 3]
["'i^semakWe", 3]
["'irmja", 3]
["'isodEli", 3]
["'ivanov", 3]
["'itamr", 3]
["'inirji", 3]
["'inkosi", 3]
["'iyu'El", 3]
["'iya`r", 3]
["'idE'apa", 3]
["'abyate", 3]
["'Elisu`E", 3]
["'Elber", 3]
["'Elyali", 3]
["'Ermaki", 3]
["'ErgEl", 3]
["'Etwal", 3]
["'Etoyl", 3]
["'EdE'apa", 3]
["'Edray", 3]
["'Ejent", 3]
["'EjEnsi", 3]
["'oh'aya", 3]
["'olivEra", 3]
["'o^sEtiya", 3]
["'orbit", 3]
["'osErya", 3]
["'obongWe", 3]
["'o'neg", 3]
["'ofisEl", 3]
['kumelit', 3]
['kilomEt', 3]
['kinxa^sa', 3]
['kEbert', 3]
['klawd', 3]
['kllat', 3]
['kmqeka', 3]
['kburat', 3]
['knyat', 3]
['kolorado', 3]
['kortEk', 3]
['kobter', 3]
['konsul', 3]
['konxa^sa', 3]
['haviyer', 3]
['welajoce', 3]
['weldeya', 3]
['werqit', 3]
['werwer', 3]
['weqtwi', 3]
['wetadero', 3]
["we'meni", 3]
['wewekma', 3]
['weyyt', 3]
['wegenat', 3]
['weCenqo', 3]
['wugzet', 3]
['warfare', 3]
['wEsliy', 3]
['wEzerel', 3]
['wrwr', 3]
['w`ilote', 3]
['`abyot', 3]
['`amst', 3]
['`asrat', 3]
['`abdel', 3]
['`azmot', 3]
['`ayenet', 3]
['`rgata', 3]
['`nqb', 3]
['`wqt', 3]
['`deget', 3]
['zenberi', 3]
['zedEyli', 3]
['zegelila', 3]
["zeSe'at", 3]
['zubEyda', 3]
['zEnanet', 3]
['zmblo', 3]
['zrgata', 3]
['zbel^So', 3]
['ZenEral', 3]
['yebSu`', 3]
['yegura`', 3]
["yefb'", 3]
['yunisko', 3]
['yhEdul', 3]
['y^semaN', 3]
['y^serez', 3]
['ysemara', 3]
['ysewal', 3]
['ys`ar', 3]
['ybeTl', 3]
['yzotat', 3]
["ydi'El", 3]
['yosabEt', 3]
['yoganda', 3]
['deHdEH', 3]
['dembiya', 3]
['debalqo', 3]
['debarq', 3]
['debdeba', 3]
['denkel', 3]
['dengCe', 3]
['degegico', 3]
['dusetri', 3]
['diwaniya', 3]
['diyalog', 3]
['dalgEda', 3]
['dardar', 3]
['danyEl', 3]
['dangla', 3]
["dEmHa'E", 3]
['dEmokra', 3]
['dEyliy', 3]
['dldal', 3]
['drejt', 3]
['dregeS', 3]
['drjet', 3]
['dnbiT', 3]
['dnzz', 3]
['dkemet', 3]
['dominika', 3]
['doneld', 3]
['doketer', 3]
["ዻ'ily", 3]
["ዾma'in", 3]
['jervazi', 3]
['junyer', 3]
['jibril', 3]
['jbril', 3]
['gergef', 3]
['genzbe', 3]
['geznet', 3]
['gefersa', 3]
['gurmE^sa', 3]
['gurmEsa', 3]
["guba'a'E", 3]
['gubNet', 3]
['guduyEc', 3]
['gudifeca', 3]
['galiyano', 3]
['galayd', 3]
['gamogWefa', 3]
['garanti', 3]
['gazETENa', 3]
['glseb', 3]
['gmgma', 3]
['grayb', 3]
['gbnet', 3]
['gb`ate', 3]
['gzEyat', 3]
['gorbaTa', 3]
['gobNw', 3]
['gojinet', 3]
